file_name,a0_spectral_entropy_x,a0_spectral_centroid_x,a0_spectral_flatness_x,a0_spectral_bandwidth_x,a0_std_dev_time_diff_x,a0_mean_time_diff_x,a0_median_time_diff_x,a0_peaks_per_second_x,a0_percent_time_above_threshold_x,a0_num_boilings_x,a0_unused_peak_proportion_x,a0_skewness_x,a0_kurtosis_x,a0_crest_factor_x,a0_burstiness_x,a0_spectral_flux_x,a0_low_band_power_x,a0_mid_band_power_x,a0_high_band_power_x,a0_high_to_low_ratio_x,a0_mean_spectral_entropy_time_x,a0_var_spectral_centroid_time_x,a0_wavelet_energy_low_scale_x,a0_wavelet_energy_mid_scale_x,a0_wavelet_energy_high_scale_x,a0_regime_dominance_x,a0_rms_change_points_x,a0_skew_peak_magnitude_x,a0_kurtosis_peak_magnitude_x,a0_iqr_peak_magnitude_x,a1_spectral_entropy_x,a1_spectral_centroid_x,a1_spectral_flatness_x,a1_spectral_bandwidth_x,a1_std_dev_time_diff_x,a1_mean_time_diff_x,a1_median_time_diff_x,a1_peaks_per_second_x,a1_percent_time_above_threshold_x,a1_num_boilings_x,a1_unused_peak_proportion_x,a1_skewness_x,a1_kurtosis_x,a1_crest_factor_x,a1_burstiness_x,a1_low_band_power_x,a1_mid_band_power_x,a1_high_band_power_x,a1_high_to_low_ratio_x,a1_mean_spectral_entropy_time_x,a1_var_spectral_centroid_time_x,a1_spectral_flux_x,a1_wavelet_energy_low_scale_x,a1_wavelet_energy_mid_scale_x,a1_wavelet_energy_high_scale_x,a1_regime_dominance_x,a1_rms_change_points_x,a1_skew_peak_magnitude_x,a1_kurtosis_peak_magnitude_x,a1_iqr_peak_magnitude_x,num_peak_mag_high_diff_x,peak_mag_correlation_x,cluster,a0_spectral_entropy_y,a0_spectral_centroid_y,a0_spectral_flatness_y,a0_spectral_bandwidth_y,a0_std_dev_time_diff_y,a0_mean_time_diff_y,a0_median_time_diff_y,a0_peaks_per_second_y,a0_percent_time_above_threshold_y,a0_num_boilings_y,a0_unused_peak_proportion_y,a0_skewness_y,a0_kurtosis_y,a0_crest_factor_y,a0_burstiness_y,a0_spectral_flux_y,a0_low_band_power_y,a0_mid_band_power_y,a0_high_band_power_y,a0_high_to_low_ratio_y,a0_mean_spectral_entropy_time_y,a0_var_spectral_centroid_time_y,a0_wavelet_energy_low_scale_y,a0_wavelet_energy_mid_scale_y,a0_wavelet_energy_high_scale_y,a0_regime_dominance_y,a0_rms_change_points_y,a0_skew_peak_magnitude_y,a0_kurtosis_peak_magnitude_y,a0_iqr_peak_magnitude_y,a1_spectral_entropy_y,a1_spectral_centroid_y,a1_spectral_flatness_y,a1_spectral_bandwidth_y,a1_std_dev_time_diff_y,a1_mean_time_diff_y,a1_median_time_diff_y,a1_peaks_per_second_y,a1_percent_time_above_threshold_y,a1_num_boilings_y,a1_unused_peak_proportion_y,num_peak_mag_high_diff_y,peak_mag_correlation_y,a1_skewness_y,a1_kurtosis_y,a1_crest_factor_y,a1_burstiness_y,a1_spectral_flux_y,a1_low_band_power_y,a1_mid_band_power_y,a1_high_band_power_y,a1_high_to_low_ratio_y,a1_mean_spectral_entropy_time_y,a1_var_spectral_centroid_time_y,a1_wavelet_energy_low_scale_y,a1_wavelet_energy_mid_scale_y,a1_wavelet_energy_high_scale_y,a1_regime_dominance_y,a1_rms_change_points_y,a1_skew_peak_magnitude_y,a1_kurtosis_peak_magnitude_y,a1_iqr_peak_magnitude_y
Boiling_at_Heater_T85_RefVideo1.csv,4.126415678226096,2201.3717315729104,0.0929395727953503,2969.4094335875707,1.2170761835270267,0.9673669969084688,0.6589602098710948,-2.109285269170244,3.2e-05,-0.8423872152165408,1.0,-0.0047653199855695,0.0173692017705273,4.740627211048741,0.8687733600803167,3.905026007148242e-16,0.0088427657791084,0.1003843915413871,0.8907428058219922,-1211.1938377673523,3.682474312309492,295858.65892291773,19.939497518514106,57.84164174974809,17.166440007342057,0.0,0.8392271345592441,-0.1604663843046261,-1.786452643611809,0.0020699363946914,4.823646506517053,3032.7111446470763,-0.1594060823734708,3606.446928683538,0.0,-0.4286609412837003,-0.3376788664351685,-2.381853865494588,0.0,-0.7907424684744334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.916694254672405,0.0,0.0,0.0,0,0.0,0,4.126415678226095,2201.3717315729104,0.0929395727953503,2969.4094335875707,1.2170761835270267,1.4009133330406334,1.0072599997999496,0.7000014001489766,3.2e-05,0,1.0,-0.0047653199855695,0.0173692017705273,4.740627211048741,0.8687733600803167,3.905026007148242e-16,0.0088427657791084,0.1003843915413871,0.8907428058219918,100.73124496030694,3.682474312309492,295858.65892291773,19.939497518514106,57.84164174974809,17.166440007342057,0.0,2.0,-0.1604663843046261,-1.786452643611809,0.0020699363946914,4.823646506517054,3032.7111446470767,0.1771222790746755,3606.446928683538,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boiling_at_Heater_T98_RefVideo3.csv,3.616228482115903,1387.868379064046,0.047419163963565,2011.2917842414747,0.0,-0.4356279900231928,-0.3508778244618604,-2.818227150965906,0.0,-0.8435822633752231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1326.4111667786558,0.0,0.0,0.0,0.0,0.0,0.0,-1.1651522739561673,0.0,0.0,0.0,4.068988025840774,1820.006497733072,-0.240050986027192,2650.682144267246,0.0,-0.430915457422307,-0.3405095334440237,-2.3927833965697265,0.0,-0.7922203514604848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9215142146142824,0.0,0.0,0.0,0,0.0,0,3.616228482115903,1387.868379064046,0.0474191639635649,2011.2917842414745,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.068988025840776,1820.006497733073,0.096046210725818,2650.6821442672463,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Calm_to_Boiling_50V_on_StartT80.csv,3.670039547831636,1446.4364415985656,0.0438543797703808,1929.2287110171656,0.0,-0.4377096439142211,-0.3534558589948661,-2.8271676326125905,0.0,-0.8447773115339056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1340.8972508296524,0.0,0.0,0.0,0.0,0.0,0.0,-1.1695316824715785,0.0,0.0,0.0,3.970610397723297,1707.3236414974008,-0.2484072610013284,2489.575904338299,0.0,-0.4331699735609137,-0.3433402004528789,-2.403712927644865,0.0,-0.7936982344465361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.92633417455616,0.0,0.0,0.0,0,0.0,0,3.670039547831637,1446.4364415985658,0.0438543797703808,1929.2287110171665,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9706103977232976,1707.3236414974008,0.0872587710565453,2489.5759043383,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-11 PM Thu, Oct 31, 2024 Run0 .csv",5.117713706607439,2285.246157938116,0.6994351970008276,1928.6225968880503,0.0,-0.4512403942059045,-0.3702130834594029,-2.885280763316043,0.0,-0.852545124565341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1435.0567971611304,0.0,0.0,0.0,0.0,0.0,0.0,-1.1979978378217524,0.0,0.0,0.0,4.202090406535041,1450.7149429730744,0.194724594694117,1806.1342072196328,0.0,-0.4478243284618569,-0.361739536010438,-2.474754879633269,0.0,-0.8033044738558699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9576639141783638,0.0,0.0,0.0,0,0.0,0,5.117713706607439,2285.246157938116,0.6994351970008273,1928.6225968880503,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.202090406535042,1450.714942973075,0.5275880562336049,1806.1342072196328,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-12 PM Tue, Oct 29, 2024 Run3 .csv",4.758882781680749,2231.4792159018084,0.5003051344906332,1959.53454003124,0.0,-0.4533220480969328,-0.3727911179924086,-2.894221244962728,0.0,-0.8537401727240234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1449.542881212127,0.0,0.0,0.0,0.0,0.0,0.0,-1.2023772463371638,0.0,0.0,0.0,3.42347165100194,1130.324025886628,-0.0378078912763401,1707.5610364783795,0.0,-0.4500788446004636,-0.3645702030192932,-2.485684410708408,0.0,-0.8047823568419212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9624838741202412,0.0,0.0,0.0,0,0.0,0,4.75888278168075,2231.4792159018084,0.5003051344906333,1959.53454003124,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.42347165100194,1130.3240258866276,0.2946244055680123,1707.5610364783795,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-18 PM Fri, May 31, 2024 Run4 .csv",4.214147572747791,1383.826301201915,0.3469765053723482,1624.0075376504385,0.0,-0.4585261828245033,-0.3792362043249228,-2.9165724490794407,0.0,-0.8567277931207293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1485.7580913396189,0.0,0.0,0.0,0.0,0.0,0.0,-1.213325767625692,0.0,0.0,0.0,4.069108968773936,1088.147978099925,-0.0540841291421356,1443.8719634813472,0.0,-0.4557151349469802,-0.3716468705414313,-2.513008238396256,0.0,-0.8084770643070496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9745337739749352,0.0,0.0,0.0,0,0.0,0,4.214147572747791,1383.8263012019147,0.3469765053723483,1624.0075376504385,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.069108968773936,1088.1479780999252,0.2772702559643749,1443.8719634813472,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-19 PM Tue, Oct 29, 2024 Run4 .csv",5.534398459706222,2987.1984202269564,0.6132780227799011,1684.1936324169887,0.0,-0.4595670097700174,-0.3805252215914256,-2.921042689902783,0.0,-0.8573253172000705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1493.0011333651169,0.0,0.0,0.0,0.0,0.0,0.0,-1.2155154718833978,0.0,0.0,0.0,4.838041775802782,2374.245989004593,0.1387589478229303,1847.4529459797184,0.0,-0.4568423930162835,-0.373062204045859,-2.518473003933825,0.0,-0.8092160058000752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9769437539458738,0.0,0.0,0.0,0,0.0,0,5.534398459706222,2987.198420226956,0.6132780227799011,1684.1936324169894,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.838041775802783,2374.245989004593,0.4698977505818725,1847.4529459797184,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-21 PM Tue, Oct 29, 2024 Run5 .csv",5.033327802055983,2945.115815149079,0.5754356235065301,1778.0441761331515,0.0,-0.464771144497588,-0.3869703079239398,-2.9433938940194952,0.0,-0.8603129375967764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1529.2163434926083,0.0,0.0,0.0,0.0,0.0,0.0,-1.226463993171926,0.0,0.0,0.0,4.204908423855236,2260.878385852183,0.0832870683921501,1953.8599767248488,0.0,-0.4624786833628002,-0.3801388715679971,-2.545796831621673,0.0,-0.8129107132652036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9889936538005676,0.0,0.0,0.0,0,0.0,0,5.033327802055983,2945.115815149079,0.5754356235065302,1778.0441761331515,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.204908423855237,2260.8783858521824,0.4133479594132517,1953.8599767248488,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-27 PM Fri, Sep 13, 2024 Run0 .csv",2.2860915293552453,1332.4584952359485,0.1028582804082938,602.6900435294292,0.0,-0.4699752792251586,-0.393415394256454,-2.965745098136208,0.0,-0.8633005579934824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1565.4315536201,0.0,0.0,0.0,0.0,0.0,0.0,-1.2374125144604546,0.0,0.0,0.0,2.0074950708753074,1277.912178111972,-0.2746106357460923,390.7514018204949,0.0,-0.4681149737093169,-0.3872155390901352,-2.57312065930952,0.0,-0.8166054207303319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.001043553655261,0.0,0.0,0.0,0,0.0,0,2.2860915293552466,1332.4584952359485,0.1028582804082939,602.6900435294294,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.007495070875307,1277.9121781119718,0.0543723435371682,390.7514018204949,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"MATLAB 1-28 PM Tue, Oct 29, 2024 Run6 .csv",4.819871886439123,2436.9044926215056,0.5462613221678451,1902.3931726232497,0.0,-0.4710161061706727,-0.3947044115229568,-2.9702153389595503,0.0,-0.8638980820728236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1572.6745956455984,0.0,0.0,0.0,0.0,0.0,0.0,-1.23960221871816,0.0,0.0,0.0,3.785076335003781,1706.485084177225,0.0341482528176822,1935.8390651940647,0.0,-0.4692422317786202,-0.3886308725945627,-2.57858542484709,0.0,-0.8173443622233576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0034535336262,0.0,0.0,0.0,0,0.0,0,4.819871886439122,2436.9044926215056,0.5462613221678451,1902.3931726232493,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.785076335003781,1706.4850841772245,0.3629156497533746,1935.8390651940647,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
